filename, Aphids, Early Blight, Healthy Leaf-, Leaf Curl, Leafhoppers and Jassids, Molds, Mosaic Virus, Septoria, bactarial canker, bacterial spot, flea beetle, late_blight, leafminer, powedry_mildew, yellow curl virus
104Bacterial_Spots_jpg.rf.86013a042746e6ff49f7f7db0164b7c2.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
4f0b3b3a7c213cd4ba705d95723bc8ae_jpg.rf.85cbef2a35374793036e10b5f31722cf.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
42Potato_late_blight_jpg.rf.86441f1ec89da755b2ea11bd4bc83814.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
64Bacterial_Spots_jpg.rf.865b867c495eeab2cc268b63e6814b97.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
powdery-mildew-disease-symptom-tomato-leaf-plant-fungi-260446532_jpg.rf.85fc614e744740f8c95adc147ee65a8b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
bacterial-canker14x2400-1j6utas_jpg.rf.86bd29dcaf138e1638bbcca1a524df9b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
design-created-leaf-miner-pest-tomato-plant-design-created-leaf-miner-pest-tomato-plant-leaves-pest-infection-212287653-1-_jpg.rf.86d951f6c60c00bb0dde31ca0a9e21ff.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
16tomato_early_blight_jpg.rf.8698481de31d5731c1bdb2aff950b9d0.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1170potato_early_blight_jpg.rf.8707d4cf25f4f213aaaa9f06420c7a1c.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
64Tomato_Septoria_jpg.rf.87cc3dacc7f4959597d154be52ce3a3c.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
240Potato_late_blight_jpg.rf.875fd2c9b5835f298f1665a276fd0fdb.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
103Bacterial_Spots_jpg.rf.87e31dd62f814176c8a1b3d3e75130b1.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
20EggPlant_Mosaic_jpg.rf.883059a306e8df140f76ab72f3a11839.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
284Potato_late_blight_jpg.rf.8766fec57af567ee61898c57563adf7b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
3320potato_early_blight_jpg.rf.87e167b7ff79334d058e370371ec2d43.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
238Tomato_leaf_molds_jpg.rf.87f538ac51b10e98e766430a1a2bacb5.jpg, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
182Citrus_BacterialSpot_jpg.rf.88500afa9edfbc8bff70a30b9b002bc9.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
15Soyabean_Septoria_jpg.rf.88543017468fc249cd52e2e411b2cf7b.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
143Potato_Septoria_jpg.rf.8857cdca4e1a322947caa63dad931817.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
284Potato_late_blight_jpg.rf.88b83bf1d0fb115a0cf07060e426db0d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
15EggPlant_Mosaic_jpg.rf.88faaadaea8262849248560ed8a3b062.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
320Tomato_late_blight_jpg.rf.8919b668c40c22039bbdea3747e118ba.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
215tomato_early_blight_jpg.rf.891b986480fa41f2062450b3cb5b710f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
1870potato_early_blight_jpg.rf.88fd5e6f8d09c8bd70a2853b4dd19bc3.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
391Potato_late_blight_jpg.rf.89515a5765a5c8368b4450588c12668d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
195tomato_early_blight_jpg.rf.89373fa70a5cd019718bb1ec92bd3348.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
54EggPlant_Mosaic_jpg.rf.897b835add22575772ff8dc920ef7122.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
163Tomato_late_blight_jpg.rf.89937f094a10177d87c490d34423bf51.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
217Tomato_leaf_molds_jpg.rf.89d3435c407b01d6afc061f25431b90b.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7Tomato_leaf_molds_jpg.rf.89eae44617dff9180463fad0ad502aaa.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
88tomato_early_blight_jpg.rf.89b75e5130e7391e9577aee98a5a3b26.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1470potato_early_blight_jpg.rf.8a3efc3ea6644ecc8afbe9c89ec427bd.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4710potato_early_blight_jpg.rf.896d23bac95880a38bbe1c6a815e6863.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
2140potato_early_blight_jpg.rf.8a381362d40c3ffb460c5e759305b92f.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
tomato-powdery-mildewx2400_jpg.rf.8a9a0fa057b12f5fd8e8de952ef0f8d8.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
430potato_early_blight_jpg.rf.8a1e1b715be0fe0142288603a4cb7cc8.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
154Bacterial_Spots_jpg.rf.8abcc02dd1b50f2c26807cb35d3d3e54.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
520potato_early_blight_jpg.rf.8af2198c5c23fee63551cee9c243a1ed.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
36Bean_Mosaic_jpg.rf.8b48584daf434abda62cab3d8aab3de6.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
12Tonato_Curl_jpg.rf.8ab69b2d791f67ce9095db67f7ce175d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
18Tomato_Septoria_jpg.rf.8b4f804f38632ff1304069b864c1a4b9.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
3Tonato_Curl_jpg.rf.8c271376880bb5fddc043647ebb5b9f4.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
277tomato_early_blight_jpg.rf.8b6aba31dc69ef7e78951014bc65ed3f.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
102Pepper_BacterialSpot_jpg.rf.8bebc1547f06fe8114ac996ea084fd03.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
16085783788_2e85a6c18c_o_jpg.rf.8c800e628643e409b210457e36998026.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
bacterial-canker4x2400-sqkv46_jpg.rf.8c76d01bd689e7e40966f9892dc01fcd.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
177Bacterial_Spots_jpg.rf.8c3104ad59297e5405c8224a7eb7fb90.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Aphids-on-stem_jpg.rf.8cd6ca564e5a03426bb3ba269ed69060.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
210Tomato_leaf_molds_jpg.rf.8c99095df7fae8648615826e23a60de8.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
292Potato_Septoria_jpg.rf.8c77dc1078f729ea91e940118a92b580.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
102Pepper_BacterialSpot_jpg.rf.8cf04ce19f35d0aed379a20b4fb9ebd9.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
powdery-mildew-disease-symptom-tomato-leaf-plant-disease-fungi-powdery-mildew-disease-symptom-tomato-leaf-260446398_jpg.rf.8c99fc6fd6d048e2ab58b104e8756d7d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0
10potato_early_blight_jpg.rf.8cfd9d3eb360033be0c84f7dd4a7e75b.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
tomato_Powdery-mildew-7060-SLoewen_zoom_jpg.rf.8d1bfa3b3a472e7fd260aa743e1aaeb0.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
amvsympt_jpg.rf.8d2e4a0344f385ba0d43341c3c4ba3ff.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
131Tomato_Septoria_jpg.rf.8d0956599412560715cad377545438f8.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
356Pepper_BacterialSpot_jpg.rf.8d3aa15e8b4ad2413a061ee177f7e263.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
hgic_veg_flea_beetles_on_eggplant-HGIC-4509-37-slide_1-1-_jpg.rf.8d47be472dd2bf775f3e3769b34ce20a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
78Tomato_leaf_molds_jpg.rf.8d36382c02b63689114ca1a38a049306.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
18_png.rf.8d72fd8ceccb679e5d4e51cf48cead61.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
81Citrus_BacterialSpot_jpg.rf.8db421ebceef323b38dd7cdcf22d499b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
214Pepper_BacterialSpot_jpg.rf.8dbc34b83e88dfb8cd1fe055a1f1b9e4.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
406Bacterial_Spots_jpg.rf.8d5b955afd5bf65fe5486d12999bf552.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
42Tonato_Curl_jpg.rf.8e5ed103701223bdad5f75385ffb4026.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Canker-Early-Symptoms-July-2021_5496-1-_jpeg.rf.8e21efc4b698ab6a84b6dad908b0ff74.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
powdery-mildew-tomato-600w-596589089_jpg.rf.8dc8e092ba70a6f3fab0469164b0b1d3.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
4110potato_early_blight_jpg.rf.8d5ae9f0549c9fe915fe12587b366d78.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
7-20_png.rf.8e6f72aba5e92e61ff435484b486bd9b.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
257Bacterial_Spots_jpg.rf.8e5509bd8f6ae08de893b1dd56aa7b1b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
E-MTM26_jpg.rf.8e60fa23ec943a4b6da91d6d165e3543.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
38Potato_Septoria_jpg.rf.8e6b29c7741fac1f14e18484efc0c746.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
137Pepper_BacterialSpot_jpg.rf.8e8d98510eb08e16c0b06c2808b5e710.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
214Pepper_BacterialSpot_jpg.rf.8ea7438621a9f4bb86840b18969ec42d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
tomato-powdery-mildewx2400_jpg.rf.8ea8a2cc4e2493d33dfdc375a8014bcf.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
213Pepper_BacterialSpot_jpg.rf.8eb4d54e41382310caafe8aca32f6b69.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
170Tomato_leaf_molds_jpg.rf.8e9be7ec0538fa9256e3450aa0a41e6c.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
42Tomato_leaf_molds_jpg.rf.8f2f8f6e47e178488719d19106a119d2.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
6700potato_early_blight_jpg.rf.8f0f4e71d9f2e0f29a5d144fa8ab992c.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
33Bacterial_Spots_jpg.rf.8f09bcfae26bb291230e0d656aaae7c4.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
290Potato_Septoria_jpg.rf.8eee553844e506ef28a77a9942942152.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
147Potato_Septoria_jpg.rf.8f5dec011a7a798a6ffdbdb8f1be3f28.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
44Apple_Mosaic_jpg.rf.8f7cea34fc05aa3cb304fdf4c0ffc079.jpg, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
flea-beetle_jpg.rf.8f6c5abf32c382b7867c830757e3f54f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
1860potato_early_blight_jpg.rf.8f7a3ee4caa7f020b9c1d55dfdb6673a.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
57Watermelon_Mosaic_jpg.rf.8fd4660a7176cf43a0d57c1a94990a27.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
52Bean_Mosaic_jpg.rf.8fa4caac73191ba84fe2ab79e1b18d9b.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
84Apple_Mosaic_jpg.rf.8f8284124f852fd4ed686e939f43db05.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
140Tomato_leaf_molds_jpg.rf.9003efe738ed0a77e7a196d9d67e2ce1.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
24Citrus_BacterialSpot_jpg.rf.9068f2485d07fdbf69de910e38cc3a42.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
176tomato_early_blight_jpg.rf.901c69be1880046999628da4fdde5cdc.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
199Bacterial_Spots_jpg.rf.902ac8175934651cb07addeceb1cd09f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
57Watermelon_Mosaic_jpg.rf.902c88c106b735439b105c7164572c38.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
264Bacterial_Spots_jpg.rf.907d8f7895d9123b23f8a1768232eac9.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
52Bacterial_Spots_jpg.rf.90931503d55f9d75901c2ca233d8e2be.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
67Apple_Mosaic_jpg.rf.90b37795b8f9703fc061096c2f8f1bfc.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
4Apple_Mosaic_jpg.rf.90baf3878fee12488f55c0adb92db9dd.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
8Tomato_leaf_molds_jpg.rf.90ba3b776eecca94c7514e0558b0a4fc.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0d81d65f-c9c1-445c-b79c-1796180fca32_jpg.rf.9114663494c6977c2ed5923996c0eca7.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
74Watermelon_Mosaic_jpg.rf.911390c2d94dc43e842718bb459ed089.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
9Tomato_leaf_molds_jpg.rf.90fade2aa01f639aa6c007b42a271233.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
91Potato_Septoria_jpg.rf.917237412ad585a934371bea869a09bc.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
76Bacterial_Spots_jpg.rf.91dc2b0e6edc3a959f7d05495a8fd35d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
powdery-mildew-tomato-600w-596589089_jpg.rf.91bdf4ee95764c2b93254f5e4a00ac66.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
2040potato_early_blight_jpg.rf.91f4db4a6429a28c7310fb82a60aa6b9.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
5580potato_early_blight_jpg.rf.915923d074d22e09c1c85e88dc21925e.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
221Tomato_leaf_molds_jpg.rf.91fadde5edf72aa06012f12926833578.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
37Bacterial_Spots_jpg.rf.91fdc37b4c04e6a6d0cc379418e1be90.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
101Citrus_BacterialSpot_jpg.rf.9204e5a015c62e4aa84ca3e60f1f1927.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
tomato-leaves-damage-serpentine-leaf-miner-close-up-245951987_jpg.rf.9255cdd2abca3ae5d6a5310d7c710de6.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
80tomato_early_blight_jpg.rf.921a312f706be70ca4c3432329d3932a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
204Bacterial_Spots_jpg.rf.9200ed637b06630207d44f8e9e2f5797.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
33Bacterial_Spots_jpg.rf.9247764f7e92e5eb84f37478068721de.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
103Apple_Mosaic_jpg.rf.92f3df9f8109dea93842d34acdec29f5.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
130tomato_early_blight_jpg.rf.93003df3000ba4d88deef8d8d1d18eb8.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22Apple_Mosaic_jpg.rf.925df7528b393a47e6ccc6e58242222e.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
73Tomato_leaf_molds_jpg.rf.93327da1500b6c2e524ff82132d327d3.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
268Potato_Septoria_jpg.rf.92781af85fe21df1fe0dd7bba3702e50.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
198tomato_early_blight_jpg.rf.934dc3ee764fa7ebd824153c63feae02.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
